NodeNo	x	y	T	qx	qy
470	0.781250	0.906250	96.427267	952.513736	-7488.721531
471	0.656250	0.906250	96.880771	563.280643	-6595.321198
472	0.687500	0.875000	95.735815	824.605010	-6695.569001
473	0.812500	0.875000	95.068313	1409.449394	-7589.068736
474	0.656250	0.968750	98.955645	192.774534	-6683.871802
475	0.593750	0.968750	99.009063	153.243453	-6341.999048
476	0.625000	0.937500	97.970727	339.954952	-6474.413754
477	0.531250	0.968750	99.051912	123.575139	-6067.762743
478	0.593750	0.906250	97.037428	450.521117	-6276.462282
479	0.781250	0.843750	94.139457	1441.622712	-7153.264245
480	0.718750	0.843750	94.534032	1121.977044	-6763.986158
481	0.750000	0.812500	93.275993	1448.432800	-6788.805378
482	0.656250	0.843750	94.845234	893.459232	-6432.117726
483	0.718750	0.781250	92.465060	1438.888310	-6477.438885
484	0.468750	0.968750	99.086614	100.219900	-5845.669162
485	0.500000	0.937500	98.142124	221.281425	-5933.687646
486	0.468750	0.906250	97.266277	296.593921	-5804.485250
487	0.531250	0.906250	97.163694	364.736752	-6016.832968
488	0.406250	0.906250	97.349675	240.473615	-5631.061622
489	0.437500	0.875000	96.420299	352.539937	-5681.135083
490	0.562500	0.875000	96.148773	531.690617	-6091.443158
491	0.406250	0.843750	95.600439	391.685221	-5564.044482
492	0.468750	0.843750	95.464803	481.407086	-5724.948761
493	0.500000	0.812500	94.481726	627.036143	-5759.986343
494	0.531250	0.843750	95.298646	589.086794	-5919.474511
495	0.468750	0.781250	93.693392	648.859681	-5612.082701
496	0.531250	0.781250	93.470066	788.791272	-5783.438273
497	0.593750	0.843750	95.095324	722.417597	-6153.003117
498	0.343750	0.843750	95.710262	314.792265	-5432.539170
499	0.375000	0.812500	94.803281	416.171489	-5453.243013
500	0.343750	0.781250	94.025721	427.774510	-5348.519335
501	0.406250	0.781250	93.876703	530.434139	-5467.869101
502	0.281250	0.781250	94.144657	336.711254	-5252.026901
503	0.312500	0.750000	93.264953	427.964279	-5249.509733
504	0.437500	0.750000	92.929619	657.115926	-5474.738549
505	0.625000	0.812500	94.002105	935.895419	-6196.310520
506	0.593750	0.781250	93.198885	958.362096	-5984.208245
507	0.656250	0.781250	92.868979	1169.342790	-6215.912565
508	0.562500	0.750000	92.429418	965.275201	-5792.365879
509	0.687500	0.750000	91.697199	1417.946281	-6206.851505
510	0.406250	0.968750	99.114764	81.105439	-5665.509553
511	0.343750	0.968750	99.137455	64.933481	-5520.289527
512	0.375000	0.937500	98.254724	144.823306	-5576.865969
513	0.281250	0.968750	99.155454	50.841916	-5405.095716
514	0.343750	0.906250	97.417003	192.780617	-5490.602469
515	0.218750	0.968750	99.169306	38.225576	-5316.438603
516	0.250000	0.937500	98.326720	88.456770	-5348.222743
517	0.218750	0.906250	97.511652	113.672100	-5292.551587
518	0.281250	0.906250	97.470469	151.087492	-5378.804595
519	0.156250	0.906250	97.541668	79.247321	-5229.613601
520	0.187500	0.875000	96.708167	127.258033	-5238.353496
521	0.312500	0.875000	96.598848	226.454951	-5407.282435
522	0.156250	0.968750	99.179397	26.637059	-5251.855912
523	0.093750	0.968750	99.185989	15.725647	-5209.667985
524	0.125000	0.937500	98.367084	42.102303	-5219.897902
525	0.281250	0.843750	95.797659	247.159281	-5327.182577
526	0.218750	0.843750	95.865078	186.192288	-5245.517534
527	0.250000	0.812500	95.010999	256.043990	-5250.366199
528	0.656250	0.718750	90.965178	1388.532184	-5968.415469
529	0.593750	0.718750	91.360108	1154.216611	-5783.959312
530	0.625000	0.687500	90.263288	1352.470985	-5755.871584
531	0.531250	0.718750	91.688613	959.730870	-5617.857279
532	0.593750	0.656250	89.586905	1310.955215	-5564.542110
533	0.468750	0.718750	91.961489	795.377033	-5472.096662
534	0.500000	0.687500	90.972204	943.950882	-5458.217450
535	0.468750	0.656250	90.276572	919.567240	-5311.371561
536	0.531250	0.656250	89.962144	1101.128433	-5431.543911
537	0.406250	0.656250	90.538023	760.268715	-5205.867246
538	0.437500	0.625000	89.598616	887.806577	-5175.563628
539	0.562500	0.625000	88.932206	1264.796002	-5390.837803
540	0.406250	0.718750	92.186894	653.792884	-5346.905320
541	0.343750	0.718750	92.370994	529.408516	-5241.734466
542	0.375000	0.687500	91.462137	640.450208	-5227.566221
543	0.531250	0.593750	88.295974	1214.567483	-5231.943871
544	0.468750	0.593750	88.644214	1021.776450	-5135.719788
545	0.500000	0.562500	87.675468	1160.692495	-5085.608221
